eth_date,day_id,sinksar_saints_count,tselot_books_count,matched,missing_count,match_rate_percent,missing_saints_list
12-14,344,10,7,1,9,10,ቅዱስ መስቀለ ክርስቶስ (annual) | ጻድቃን ቅዱሳን (አባ ስምዖንና አባ ዮሐንስ) (annual) | ቅዱስ ባስሊቆስ (ኃያል ሰማዕት) (annual) | ቅዱስ ድምጥያና ደቀ መዛሙርቱ (ሰማዕታት) (annual) | ቅዱስ ገብረ ክርስቶስ መርዓዊ (monthly) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | ቅዱስ ሙሴ ( የእግዚአብሔር ሰው) (monthly) | አባ ዮሐንስ ጻድቅ (monthly) | እናታችን ቅድስት ነሣሒት (monthly)
12-15,345,8,13,3,5,38,ቅድስት እንባ መሪና ገዳማዊት (annual) | ቅድስት ክርስጢና ሰማዕት (annual) | ቅዱስ ለውረንዮስ ሰማዕት (annual) | ፴፻ ሰማዕታት (የቅድስት ክርስቲና ማሕበር) (annual) | ቅዱስ ማሪ ኤፍሬም ሶርያዊ (አፈ በረከት) (monthly)
12-16,346,11,34,6,5,55,ቅዱሳን ሐዋርያት (annual) | ቅድስት ኤልሳቤጥ (የመጥምቁ ዮሐንስ እናት) (monthly) | ቅዱስ አኖሬዎስ ንጉሥ ጻድቅ (monthly) | አባ አቡናፍር ገዳማዊ (monthly) | አባ ዳንኤል ጻድቅ (monthly)
12-17,347,12,8,2,10,17,ተዝካረ ፍልሠታ ለማርያም ድንግል (annual) | ቅዱስ እንጣዎስ አሞራዊ (ሰማዕት) (annual) | ቅዱስ ያዕቆብ ግብጻዊ (ሰማዕት) (annual) | ቅዱስ አክራጥስ ሰማዕት (annual) | አባ እለእስክንድሮስ ዘቁስጥንጥንያ (annual) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ ዘብዴዎስ) (monthly) | ቅዱሳን አበው መክሲሞስና ዱማቴዎስ (monthly) | አባ ዸላሞን ፈላሢ (monthly) | አባ ለትጹን የዋህ (monthly) | ቅዱስ ኤዺፋንዮስ ሊቅ (ዘደሴተ ቆዽሮስ) (monthly)
12-18,348,9,1,1,8,11,ተዝካረ ፍልሠታ ለማርያም ድንግል (፫ኛ ቀን) (annual) | ቅዱስ እለእስክንድሮስ ሊቅ (annual) | ቅዱስ እንድራኒቆስ ዲያቆን (annual) | አባ ዘ ክርስቶስ ዘወሎ (ኢትዮዽያዊ ጻድቅ) (annual) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | አቡነ አኖሬዎስ ዘደብረ ጽጋጋ (monthly) | ማር ያዕቆብ ግብፃዊ (monthly) | ቅዱስ ያዕቆብ ሐዋርያ (ከ፯፪ቱ አርድእት) (monthly)
12-19,349,9,10,5,4,56,ተዝካረ ፍልሠታ ለማርያም ድንግል (፬ኛ ቀን) (annual) | ቅዱስ ፊንሐን ካህን (ወልደ አልዓዛር) (annual) | ቅዱስ ኤስድሮስ ሰማዕት (monthly) | አቡነ ስነ ኢየሱስ (monthly)
12-20,350,10,4,1,9,10,ተዝካረ ፍልሠታ ለማርያም ድንግል (፭ኛ ቀን) (annual) | ቅዱሳን ፯ቱ ደቂቅ (annual) | አቡነ ሰላማ ካልዕ (መተርጉም) (annual) | ቅድስት ሔዛዊ (annual) | ቅዱስ ዮሐንስ ሐፂር (monthly) | ቅዱስ አክሎግ ቀሲስ (monthly) | ቅዱስ አፄ ካሌብ ጻድቅ (ንጉሠ ኢትዮዽያ) (monthly) | አባ አሞንዮስ ዘሃገረ ቶና (monthly) | ቅድስት ሳድዥ የዋሒት (monthly)
12-21,351,10,21,1,9,10,ተዝካረ ፍልሠታ ለማርያም ድንግል (፮ኛ ቀን) (annual) | ቅድስት ኄራኒ ሐዋርያዊት (ሰማዕት) (annual) | ቡርክት ንግሥተ ሳባ (ልደቷ) (annual) | ቅድስት ዕሌኒ ንግሥት (ልደቷ) (annual) | አበው ጎርጎርዮሳት (monthly) | አቡነ ምዕመነ ድንግል (monthly) | አቡነ አምደ ሥላሴ (monthly) | አባ አሮን ሶርያዊ (monthly) | አባ መርትያኖስ ጻድቅ (monthly)
12-22,352,6,4,1,5,17,ቅዱስ ሚክያስ ነቢይ (annual) | ቅዱስ ሉቃስ ወንጌላዊ (monthly) | ቅዱስ ደቅስዮስ (የእመቤታችን ወዳጅ) (monthly) | አባ እንጦንስ አበ መነኮሳት (monthly) | አባ ዻውሊ የዋህ (monthly)
12-23,353,10,13,4,6,40,ቅዱስ ድምያኖስ ሰማዕት (annual) | አባ ጢሞቴዎስ ገዳማዊ (monthly) | ቅዱስ ዳንኤል ነቢይ (monthly) | አባ ሳሙኤል (monthly) | አባ ስምዖን (monthly) | አባ ገብርኤል (monthly)
12-24,354,9,14,4,5,44,ቅዱስ ቶማስ ዘመርዐስ (annual) | አቡነ ዘዮሐንስ ጻድቅ ዘክብራን (monthly) | ቅዱስ አጋቢጦስ (ጻድቅ) (monthly) | ቅዱስ አብላርዮስ ታላቁ (monthly) | ቅዱስ አባ ሙሴ ጸሊም (monthly)
12-25,355,11,8,2,9,18,"ቅዱስ እንድርያኖስ ሰማዕት (annual) | ""፳፬ቱ"" ሰማዕታት (ማሕበሩ) (annual) | ቅድስት ኤልያና (ሚስቱ) (annual) | ታላቁ አባ ቢጻርዮን ገዳማዊ (annual) | ቅዱስ ኤልያኖስና እህቱ አውዶክስያ (ሰማዕታት) (annual) | ቅድስት ቴክላ ሐዋርያዊት (monthly) | ቅዱስ አበከረዙን ሰማዕት (monthly) | ቅዱስ ዱማድዮስ ሶርያዊ (monthly) | ቅዱስ አባ አቡፋና ጻድቅ (monthly)"
12-26,356,8,2,1,7,12,ብጽዕት ሣራ (የአብርሃም ሚስት) (annual) | ቅዱሳን አባ ሞይስስና እህቱ ሣራ (ሰማዕታት) (annual) | ቅዱሳን አጋቦስና ቴክላ (ሰማዕታት) (annual) | ቅዱስ ቶማስ ሐዋርያ (monthly) | አቡነ ሐብተ ማርያም ጻድቅ (monthly) | ቅዱሳን ሰማዕታተ ናግራን (monthly) | ቅዱስ አቡነ ሰላማ ከሣቴ ብርሃን (monthly)
12-27,357,8,15,2,6,25,"""፲፪ቱ"" ደቂቀ ያዕቆብ (እሥራኤል) (annual) | ቅዱስ ሳሙኤል ነቢይ (የተጠራበት) (annual) | ቅዱስ ብንያሚንና እህቱ አውዶከስያ (ሰማዕታት) (annual) | ቅዱስ ፊቅጦርና እናቱ ሣራ (annual) | አባ ባስልዮስ ፓትርያርክ ዘኢትዮዽያ (የተሾሙበት) (annual) | አቡነ መብአፂዮን (monthly)"
12-28,358,3,5,2,1,67,ቅዱስ ይስሐቅ (የአባቶች አለቃ) (annual)
12-29,359,11,11,3,8,27,ቅዱስ አባ ዮሐንስ ሐጺር (ፍልሠቱ) (annual) | ቅዱስ አትናቴዎስ ሰማዕት (annual) | ቅዱሳን ገርሲሞስና ቴዎዶጦስ (ሰማዕታት) (annual) | አባ ባስልዮስ ጻድቅ (ዘትግራይ) (annual) | ቅድስት አርሴማ ድንግል (monthly) | ቅዱስ ዼጥሮስ ተፍጻሜተ ሰማዕት (monthly) | ቅዱስ ማርቆስ ዘቶርማቅ (monthly) | ቅዱስ ላሊበላ (monthly)
12-30,360,8,7,3,5,38,ቅዱስ ሚልክያስ ነቢይ (annual) | አባ ሙሴ ዘሃገረ ፈርማ (annual) | አባ ሣሉሲ ክቡር (monthly) | ቅዱስ ጐርጐርዮስ ነባቤ መለኮት (monthly) | ቅድስት ሶፍያ ሰማዕት (monthly)
13-1,361,5,2,1,4,20,"ቅዱስ ዑቲኮስ ሐዋርያ (ከ፯፪ቱ አርድእት) (annual) | ቅዱስ ብሶይ ቀሲስ (ሰማዕት) (annual) | አባ ዻኩሚስ / ባኹም (የ፫,000 ቅዱሳን አባት) (annual) | አባ ሰራብዮን / ሰራፕዮን (የ፲,000 ቅዱሳን አባት) (annual)"
13-2,362,1,0,0,1,0,ቅዱስ ቲቶ ሐዋርያ (ከ፯፪ቱ አርድእት) (annual)
13-3,363,10,5,2,8,20,ርኅወተ ሰማይ (የሰማይ መከፈት) (annual) | አፄ ዘርዓያ ዕቆብ ንጉሥ (የእመቤታችን ወዳጅ) (annual) | ቅዱስ ሰራዽዮን ዘሰንዱን (annual) | ቅዱስ አኖሬዎስ (annual) | ቅዱስ ቴዎፍሎስ (annual) | አባ ዮሐንስ (annual) | ቅዱስ ጦቢት (annual) | ቅዱሳን ጦብያና ሣራ (annual)
13-4,364,3,0,0,3,0,"ቅዱስ አባ ባይሞን (ዼሜን) (annual) | ""፮ቱ"" ወንድሞቹ (አብርሃም ያዕቆብ ዮሴፍ ኢዮብ ላስልዮስና ዮሐንስ) (annual) | ቅዱስ ሊባርዮስ ሊቅ (annual)"
13-5,365,4,0,0,4,0,ታላቁ አባ በርሶማ (annual) | ቅዱስ አሞጽ ነቢይ (annual) | ቅዱስ ያዕቆብ ዘምስር (annual) | አባ መግደር ( እግዚአብሔር በጸሎቱ ይማረን) (annual)
13-6,366,0,4,0,0,100,
